cur_prc,trde_qty,trde_prica,dt,open_pric,high_pric,low_pric,upd_stkpc_tp,upd_rt,bic_inds_tp,sm_inds_tp,stk_infr,upd_stkpc_event,pred_close_pric
297000,4556065,1327687,20250710,284000,297000,283500,,,,,,,
294500,3732533,1112892,20250711,299500,306500,292000,,,,,,,
300000,2936976,877791,20250714,292500,302500,292500,,,,,,,
298500,4196196,1231459,20250715,296000,298500,290000,,,,,,,
296000,3123297,921107,20250716,298500,299500,292500,,,,,,,
269500,9328322,2557978,20250717,283500,289500,268000,,,,,,,
269000,5359504,1444045,20250718,270000,275000,267000,,,,,,,
272500,2424891,659154,20250721,267500,274500,266500,,,,,,,
268500,3139858,844337,20250722,273000,273500,267000,,,,,,,
269000,3116279,835260,20250723,267500,271000,264500,,,,,,,
269500,3667144,1005676,20250724,277000,279000,269000,,,,,,,
266000,2171063,584789,20250725,273000,275000,265500,,,,,,,
